id;created_at;traffic_amount
615;2015-10-18 23:03:03.057240;0
4472;2022-05-03 12:37:49.609370;0
4672;2022-10-04 23:04:48.318641;0
625;2015-10-29 00:44:32.019712;0
3359;2019-06-23 16:46:27.960166;0
4450;2022-04-20 21:01:57.730467;0
3515;2019-10-09 10:39:38.133511;0
3516;2019-10-12 12:42:36.818269;0
4110;2021-06-09 09:15:04.900157;0
2362;2018-08-10 12:03:41.351004;0
2334;2018-08-06 13:46:42.807361;0
1626;2018-03-25 14:56:47.904714;0
454;2015-05-08 18:36:37.522382;0
1751;2018-06-04 01:23:55.719757;0
2077;2018-07-15 13:54:11.628782;0
4821;2023-02-19 16:11:16.067458;0
956;2016-09-08 18:38:42.212368;0
3610;2019-12-08 13:46:46.469645;0
500;2015-06-24 16:45:27.241033;0
1204;2017-06-01 13:13:35.899680;0
73;2014-04-30 02:22:32.183011;0
2590;2018-11-30 20:19:47.919735;0
4273;2021-10-05 15:37:12.932002;0
694;2016-01-18 22:24:44.170328;0
2646;2019-01-31 15:35:39.515600;0
1874;2018-07-08 15:47:44.261189;0
2179;2018-07-23 16:47:56.153271;0
3397;2019-07-26 13:30:26.603194;0
4819;2023-02-18 17:38:26.264490;0
236;2014-10-17 13:57:28.113344;0
910;2016-08-03 17:13:58.453133;0
1155;2017-03-30 17:30:11.260522;0
617;2015-10-20 12:48:53.267301;0
3014;2019-05-03 13:58:59.067348;0
3709;2020-02-08 23:40:47.589569;0
4778;2023-01-15 21:32:29.851639;0
3296;2019-05-06 08:55:45.719614;0
819;2016-04-22 22:54:16.974064;0
817;2016-04-22 10:03:19.297975;0
2522;2018-10-10 14:57:06.970624;0
1730;2018-05-28 16:45:44.613446;0
3999;2021-02-02 22:24:53.188562;0
1891;2018-07-08 23:19:10.064909;0
1840;2018-07-07 18:29:24.335997;0
3213;2019-05-06 08:54:18.815014;0
4552;2022-06-27 16:42:09.914043;0
4690;2022-10-22 21:35:14.093152;0
299;2014-12-17 16:06:45.867799;0
2561;2018-11-07 11:05:48.170175;0
3452;2019-09-10 11:39:33.601855;0
5081;2023-06-14 17:02:15.271484;0
3266;2019-05-06 08:55:23.056968;0
2769;2019-04-10 06:32:41.045796;0
3915;2020-09-10 15:25:19.633004;0
4854;2023-03-12 14:40:29.462403;0
1487;2017-11-07 20:31:59.303995;0
321;2015-01-15 18:29:56.207607;0
2205;2018-07-24 21:56:22.752924;0
2456;2018-08-30 18:45:18.146821;0
2622;2019-01-12 15:29:15.343649;0
402;2015-03-30 19:51:14.983095;0
3310;2019-05-13 18:58:02.054172;0
3187;2019-05-06 08:53:58.427318;0
3410;2019-08-09 08:22:00.917708;0
2932;2019-04-25 12:56:54.820584;0
2104;2018-07-17 00:49:53.396258;0
467;2015-05-17 18:14:33.104720;0
3752;2020-03-12 13:31:33.639526;0
1000;2016-10-20 13:57:46.903516;0
4801;2023-02-03 12:40:23.023668;0
327;2015-01-21 00:46:41.590494;0
2026;2018-07-12 13:05:38.456516;0
3302;2019-05-06 14:00:26.341203;0
1566;2018-02-08 12:05:18.060537;0
4310;2021-11-13 12:34:46.422110;0
1921;2018-07-09 16:43:07.623155;0
1358;2017-08-15 04:17:05.957386;0
600;2015-10-07 00:32:11.410686;0
1945;2018-07-10 05:44:36.780850;0
4594;2022-08-03 14:39:06.868208;0
3346;2019-06-10 11:32:28.293717;0
4758;2022-12-28 14:10:11.820940;0
1407;2017-08-31 02:03:50.908323;0
571;2015-09-06 20:11:28.301192;0
4249;2021-09-03 18:51:31.379312;0
2139;2018-07-20 06:17:04.247680;0
2158;2018-07-21 19:05:47.676179;0
4484;2022-05-07 07:34:36.837377;0
2386;2018-08-16 05:26:49.744987;0
706;2016-01-30 17:03:27.148799;0
2627;2019-01-16 19:45:03.241229;0
2353;2018-08-08 17:17:21.300918;0
1088;2017-01-21 16:45:09.439297;0
468;2015-05-17 20:52:59.454485;0
3949;2020-11-03 17:10:01.048058;0
3323;2019-05-26 22:20:27.841102;0
721;2016-02-15 13:44:54.252272;0
4413;2022-03-17 18:23:01.909869;0
4434;2022-04-07 14:36:44.343747;0
5114;2023-07-09 12:46:11.763498;0
1100;2017-01-30 13:57:49.215332;0
4577;2022-07-14 18:45:11.324042;0
1270;2017-07-14 07:12:36.502210;0
2223;2018-07-25 21:57:16.801459;0
1489;2017-11-09 13:22:56.414223;0
1490;2017-11-11 12:43:38.780356;0
4219;2021-08-02 17:08:14.942081;0
1495;2017-11-14 23:14:49.944650;0
3012;2019-05-03 13:58:47.748984;0
3259;2019-05-06 08:55:17.868301;0
4325;2021-11-26 08:13:03.263833;0
5062;2023-06-02 14:23:40.116933;0
2322;2018-08-04 19:37:48.690369;0
1608;2018-03-15 18:31:27.804372;0
4923;2023-04-11 17:42:10.278500;0
283;2014-12-03 11:35:30.173460;0
3846;2020-05-22 13:02:28.615691;0
624;2015-10-28 12:10:05.890945;0
4454;2022-04-23 10:04:00.266973;0
4279;2021-10-08 22:59:56.622427;0
4098;2021-05-30 17:03:46.758827;0
4033;2021-03-21 22:17:43.678546;0
4440;2022-04-15 22:36:54.649520;0
3800;2020-04-02 23:07:29.287008;0
1173;2017-04-25 06:19:33.982545;0
4935;2023-04-15 01:01:51.452209;0
1508;2017-12-03 21:08:41.148301;0
829;2016-04-30 14:34:27.021247;0
3306;2019-05-07 11:55:40.943868;0
1557;2018-02-03 08:26:30.044001;0
3517;2019-10-13 02:09:20.340029;0
472;2015-05-20 07:35:22.664305;0
643;2015-11-17 11:06:03.643228;0
2074;2018-07-15 09:56:29.660182;0
373;2015-03-03 15:37:22.416212;0
800;2016-04-06 16:27:02.371251;0
1639;2018-03-31 04:44:09.506486;0
4807;2023-02-09 09:48:25.249166;0
2164;2018-07-22 13:43:20.188850;0
870;2016-06-14 17:34:55.319819;0
4570;2022-07-11 08:43:15.849546;0
5118;2023-07-10 18:25:07.775681;0
3664;2020-01-28 19:13:44.022213;0
1844;2018-07-07 22:51:10.678925;0
3607;2019-12-05 02:36:36.727944;0
1036;2016-11-24 22:51:17.459139;0
149;2014-08-19 14:58:53.084597;0
5087;2023-06-18 13:30:47.591722;0
280;2014-12-02 16:05:42.288943;0
5070;2023-06-05 22:49:57.515060;0
3970;2020-12-12 13:55:52.564326;0
1046;2016-12-06 14:35:26.958690;0
1932;2018-07-09 21:40:51.783951;0
2129;2018-07-19 09:53:43.394868;0
2536;2018-10-21 17:43:29.974222;0
650;2015-12-02 16:30:03.778350;0
3853;2020-05-27 13:05:26.533201;0
2700;2019-03-12 14:55:23.573256;0
843;2016-05-13 09:57:28.974655;0
447;2015-05-03 15:51:34.139819;0
1911;2018-07-09 13:18:35.873610;0
298;2014-12-17 12:46:51.681465;0
1647;2018-04-04 08:38:22.870499;0
1684;2018-04-25 12:33:50.239300;0
4405;2022-03-01 17:22:53.479507;0
3969;2020-12-11 11:53:31.194569;0
1944;2018-07-10 05:05:16.837689;0
252;2014-10-31 19:29:24.571544;0
31;2013-12-09 15:08:41.713185;0
1199;2017-05-29 17:21:54.777915;0
708;2016-02-02 15:17:44.566877;0
5079;2023-06-12 15:24:48.224379;0
1937;2018-07-10 00:09:09.855044;0
3427;2019-08-20 16:09:22.079519;0
2387;2018-08-16 08:23:46.221462;0
3899;2020-08-17 00:12:41.430575;0
4083;2021-05-17 20:27:05.075658;0
2751;2019-03-28 15:38:55.240862;0
585;2015-09-22 16:46:13.651863;0
2479;2018-09-14 16:37:29.627142;0
1775;2018-06-14 15:50:24.119830;0
2653;2019-02-04 20:59:21.941529;0
4774;2023-01-14 14:52:44.525532;0
455;2015-05-09 05:38:22.177556;0
1630;2018-03-26 13:35:45.816859;0
2448;2018-08-29 16:53:42.893238;0
1592;2018-03-06 12:02:25.560338;0
3403;2019-08-03 23:50:51.892208;0
2545;2018-10-25 20:09:52.684945;0
930;2016-08-25 12:34:33.218605;0
2776;2019-04-14 06:50:05.315817;0
1861;2018-07-08 12:49:46.091038;0
132;2014-07-31 22:00:03.383441;0
3449;2019-09-08 12:48:42.654369;0
4382;2022-02-04 18:00:20.974063;0
322;2015-01-16 12:35:19.547874;0
3886;2020-07-20 01:27:12.822824;0
1414;2017-09-09 18:16:41.292552;0
4783;2023-01-18 15:08:19.407663;0
4597;2022-08-08 18:38:10.059897;0
1206;2017-06-04 11:48:36.030560;0
4460;2022-04-26 17:38:59.716814;0
4538;2022-06-19 13:58:02.686084;0
4212;2021-07-27 02:24:47.769679;0
3714;2020-02-11 19:22:35.685213;0
1757;2018-06-06 07:06:10.266830;0
3396;2019-07-25 22:17:03.761036;0
1097;2017-01-26 11:36:12.928080;0
4338;2021-12-09 21:03:01.083109;0
243;2014-10-25 09:59:04.345073;0
2412;2018-08-20 15:13:57.223533;0
1264;2017-06-29 12:23:38.435410;0
902;2016-07-24 10:07:11.889921;0
1309;2017-07-23 12:05:32.776395;0
3536;2019-10-30 20:37:42.662931;0
1178;2017-05-02 11:44:30.795767;0
2027;2018-07-12 13:38:26.838500;0
856;2016-05-25 17:56:56.054238;0
3519;2019-10-14 12:35:42.446241;0
1864;2018-07-08 13:34:25.653290;0
2236;2018-07-26 17:33:09.773109;0
3600;2019-11-28 18:41:54.216516;0
1917;2018-07-09 15:33:39.553817;0
4933;2023-04-14 13:34:49.832645;0
987;2016-10-11 08:37:06.169852;0
2602;2018-12-12 22:48:55.082572;0
250;2014-10-29 22:05:12.173733;0
4414;2022-03-18 07:08:02.739590;0
621;2015-10-22 16:40:19.811819;0
3623;2019-12-18 15:36:18.369534;0
4947;2023-04-22 13:42:09.201902;0
4815;2023-02-13 15:39:42.858197;0
436;2015-04-23 15:29:27.117726;0
1681;2018-04-24 13:23:46.996202;0
4101;2021-06-02 14:40:43.362117;0
3944;2020-10-25 20:18:01.782827;0
3589;2019-11-19 21:29:18.835365;0
4901;2023-04-02 03:44:13.128907;0
639;2015-11-13 13:11:01.723157;0
74;2014-04-30 21:31:57.657210;0
937;2016-08-28 12:44:16.376482;0
34;2013-12-20 09:39:33.389177;0
1774;2018-06-14 15:38:04.629856;0
3229;2019-05-06 08:54:51.266105;0
4776;2023-01-15 18:31:30.331590;0
4510;2022-05-27 14:08:33.033340;0
1411;2017-09-08 13:12:38.662931;0
1956;2018-07-10 14:30:07.888920;0
3841;2020-05-19 13:46:24.499170;0
4628;2022-08-27 12:23:59.465266;0
2900;2019-04-25 12:56:54.173009;0
4200;2021-07-14 19:46:38.007716;0
4379;2022-01-31 23:53:38.119915;0
2754;2019-03-31 21:58:54.193537;0
2329;2018-08-05 18:49:18.881782;0
2060;2018-07-14 07:46:22.153451;0
4515;2022-05-31 12:30:00.250258;0
4527;2022-06-10 16:45:38.990691;0
2682;2019-02-23 19:02:06.455892;0
3608;2019-12-05 10:55:15.851215;0
4829;2023-02-26 18:24:56.871902;0
526;2015-07-25 18:40:21.333005;0
2605;2018-12-24 13:29:33.944468;0
3646;2020-01-16 11:46:05.243319;0
2345;2018-08-07 15:51:16.978244;0
2303;2018-08-02 16:57:31.804493;0
1583;2018-02-27 14:58:19.570121;0
567;2015-09-04 16:44:24.023849;0
5013;2023-05-05 13:30:46.042961;0
4017;2021-03-03 10:42:40.025814;0
3977;2020-12-24 00:18:48.753334;0
816;2016-04-21 19:44:13.989010;0
1646;2018-04-03 15:26:32.820271;0
4771;2023-01-10 11:29:12.734891;0
4760;2022-12-29 22:31:10.603440;0
507;2015-07-04 07:20:46.908600;0
3289;2019-05-06 08:55:39.717392;0
847;2016-05-16 20:08:13.760333;0
664;2015-12-14 18:00:22.193466;0
3992;2021-01-26 12:19:23.449836;0
2235;2018-07-26 17:15:10.154681;0
2214;2018-07-25 14:46:51.356605;0
95;2014-06-16 09:33:46.911147;0
519;2015-07-19 20:23:32.883166;0
965;2016-09-19 10:34:53.384231;0
1250;2017-06-15 08:56:49.345020;0
3603;2019-12-01 00:21:45.511103;0
4532;2022-06-17 05:06:42.741947;0
409;2015-04-03 03:09:49.571123;0
1966;2018-07-10 18:07:27.936789;0
5103;2023-06-29 20:59:08.679332;0
4992;2023-04-28 15:05:38.635691;0
3660;2020-01-24 09:30:21.015991;0
2594;2018-12-08 12:35:35.691235;0
4322;2021-11-23 21:12:43.157283;0
1248;2017-06-13 06:38:46.587939;0
1713;2018-05-17 22:01:44.605346;0
4743;2022-12-13 22:23:38.148316;0
675;2015-12-25 14:36:39.126996;0
2782;2019-04-19 15:35:25.951406;0
696;2016-01-19 16:11:22.825658;0
2396;2018-08-17 12:37:45.400505;0
969;2016-09-22 14:43:29.507542;0
4768;2023-01-08 01:52:37.147749;0
4416;2022-03-25 21:40:10.564655;0
1253;2017-06-18 14:34:31.177001;0
270;2014-11-24 01:12:59.632925;0
898;2016-07-20 11:05:03.517735;0
435;2015-04-23 13:57:48.970858;0
4313;2021-11-15 19:59:03.015497;0
1145;2017-03-19 11:43:36.458368;0
4103;2021-06-03 13:02:23.414304;0
5078;2023-06-11 12:37:50.253987;0
3626;2019-12-20 15:49:53.547895;0
2577;2018-11-22 20:00:00.786878;0
3398;2019-07-26 18:33:40.430064;0
4094;2021-05-25 18:15:17.128392;0
837;2016-05-08 19:22:14.689104;0
3236;2019-05-06 08:54:57.961916;0
2654;2019-02-05 00:02:31.752014;0
2114;2018-07-17 18:42:01.661543;0
3351;2019-06-17 17:30:13.249805;0
491;2015-06-16 18:16:50.102651;0
911;2016-08-04 23:07:33.506479;0
2691;2019-02-28 23:17:11.973408;0
4761;2022-12-30 10:41:52.551961;0
1574;2018-02-12 17:25:03.595145;0
1976;2018-07-10 21:12:23.958962;0
2948;2019-04-30 13:55:45.251636;0
4731;2022-11-27 12:58:48.914483;0
1151;2017-03-25 07:36:04.413486;0
498;2015-06-24 16:02:37.435043;0
469;2015-05-18 12:30:54.815712;0
4913;2023-04-07 12:13:22.430327;0
3860;2020-06-02 17:23:35.718325;0
1986;2018-07-11 10:59:40.879610;0
1995;2018-07-11 14:26:05.664596;0
4143;2021-06-28 15:38:27.171183;0
3979;2021-01-07 16:59:07.735452;0
726;2016-02-18 12:56:38.259013;0
4049;2021-04-11 09:22:35.955811;0
3912;2020-09-04 14:25:02.007337;0
2591;2018-11-30 22:15:38.494499;0
4740;2022-12-09 18:53:02.973378;0
1476;2017-10-21 16:45:05.562842;0
2250;2018-07-27 17:22:42.914015;0
3210;2019-05-06 08:54:15.947003;0
3405;2019-08-05 15:52:37.150831;0
2105;2018-07-17 02:58:31.815187;0
1727;2018-05-27 03:36:34.602514;0
2916;2019-04-25 12:56:54.489226;0
354;2015-02-11 22:30:57.948908;0
1792;2018-06-24 14:35:28.817171;0
479;2015-06-02 13:52:02.487370;0
2143;2018-07-20 14:37:01.568869;0
4054;2021-04-16 15:26:24.029470;0
2346;2018-08-07 16:45:41.903429;0
5102;2023-06-28 14:20:48.886464;0
2600;2018-12-12 15:54:16.313048;0
1628;2018-03-26 09:10:35.416083;0
2028;2018-07-12 14:37:53.666276;0
631;2015-11-04 22:09:46.558331;0
107;2014-07-10 19:34:06.892063;0
4246;2021-09-01 15:53:58.910260;0
1163;2017-04-10 07:33:00.447147;0
3366;2019-07-03 14:21:09.806628;0
4317;2021-11-18 20:19:10.032346;0
594;2015-10-03 11:59:25.128319;0
4058;2021-04-23 14:20:29.877432;0
4929;2023-04-13 10:28:51.472810;0
4506;2022-05-21 11:50:49.081290;0
1641;2018-04-01 18:15:46.802622;0
363;2015-02-25 16:54:09.348982;0
3446;2019-09-05 11:51:33.754853;0
3830;2020-05-08 07:08:23.305400;0
2351;2018-08-08 15:53:05.565862;0
512;2015-07-12 14:38:31.533000;0
340;2015-01-31 21:17:24.374567;0
1653;2018-04-09 18:48:41.995312;0
356;2015-02-16 08:14:49.945030;0
523;2015-07-24 14:05:12.208656;0
2911;2019-04-25 12:56:54.378672;0
3988;2021-01-16 22:49:01.738160;0
4025;2021-03-11 17:35:38.881890;0
1572;2018-02-11 03:27:44.818108;0
1982;2018-07-11 07:40:19.291201;0
595;2015-10-03 18:56:31.762520;0
142;2014-08-11 13:01:35.877138;0
1787;2018-06-21 23:27:10.498440;0
2068;2018-07-14 17:02:36.096962;0
980;2016-10-04 17:05:48.473014;0
2301;2018-08-02 16:42:14.917073;0
1426;2017-09-19 08:35:49.582665;0
43;2014-02-15 14:48:17.453517;0
3214;2019-05-06 08:54:19.918068;0
1649;2018-04-07 08:36:33.430488;0
5052;2023-05-29 12:51:06.234004;0
3619;2019-12-13 14:14:16.700996;0
1687;2018-04-27 16:01:42.956890;0
187;2014-09-19 10:41:27.135602;0
1533;2017-12-27 16:06:06.901894;0
3836;2020-05-14 20:02:40.891877;0
5006;2023-05-03 14:19:46.020634;0
4294;2021-10-23 20:13:37.338630;0
2644;2019-01-30 11:16:49.600424;0
1416;2017-09-10 05:03:54.382566;0
242;2014-10-24 22:02:51.853548;0
3712;2020-02-11 02:24:33.408663;0
1576;2018-02-15 20:01:19.634052;0
677;2015-12-28 16:47:24.809514;0
2226;2018-07-26 10:57:16.465420;0
5127;2023-07-18 20:36:24.131416;0
4142;2021-06-28 13:14:46.116926;0
4614;2022-08-19 18:27:26.415231;0
5108;2023-07-06 10:57:27.300459;0
4878;2023-03-25 21:36:03.978530;0
1543;2018-01-14 21:19:59.740980;0
4373;2022-01-27 17:16:01.574771;0
2419;2018-08-23 02:07:17.162361;0
924;2016-08-19 09:41:09.904353;0
4934;2023-04-14 18:05:20.596586;0
3985;2021-01-15 14:42:07.476749;0
4747;2022-12-16 12:33:35.684056;0
405;2015-03-30 23:21:46.108617;0
2246;2018-07-27 10:47:29.853653;0
1059;2016-12-17 16:06:14.955001;0
878;2016-06-24 13:45:08.854331;0
679;2016-01-03 22:35:13.610408;0
983;2016-10-07 07:35:31.953108;0
375;2015-03-05 13:17:26.650286;0
4794;2023-01-28 14:30:21.794615;0
4426;2022-04-03 20:57:42.360696;0
729;2016-02-19 14:39:32.970111;0
976;2016-10-01 21:04:32.700541;0
680;2016-01-05 20:25:39.969094;0
4070;2021-05-05 14:51:04.119431;0
4263;2021-09-18 20:14:42.960579;0
792;2016-04-03 09:54:34.237305;0
1160;2017-04-04 22:40:14.206545;0
4443;2022-04-16 21:33:06.315543;0
4134;2021-06-24 13:59:40.499031;0
2611;2018-12-28 15:25:53.822939;0
982;2016-10-06 09:13:05.936698;0
11;2013-10-14 21:09:14.205134;0
1152;2017-03-28 02:30:07.779516;0
4360;2022-01-10 16:14:28.119512;0
821;2016-04-23 22:25:18.529390;0
1826;2018-07-07 08:14:27.355266;0
2709;2019-03-18 16:52:55.972806;0
4482;2022-05-06 16:53:23.174724;0
903;2016-07-27 06:12:40.708488;0
3395;2019-07-24 19:59:18.229526;0
450;2015-05-06 02:08:16.685683;0
4265;2021-09-22 16:09:18.920987;0
633;2015-11-06 15:50:53.961941;0
4473;2022-05-03 15:13:17.859691;0
896;2016-07-18 19:34:36.491543;0
651;2015-12-07 13:10:31.126333;0
3741;2020-03-03 07:18:53.490228;0
38;2014-01-09 18:20:56.418372;0
359;2015-02-18 13:48:58.752993;0
2488;2018-09-20 16:24:07.666229;0
1212;2017-06-07 09:17:46.432005;0
3537;2019-10-30 22:12:12.601850;0
4576;2022-07-14 14:16:03.185081;0
3292;2019-05-06 08:55:42.634990;0
3520;2019-10-15 23:01:06.898104;0
3328;2019-05-28 21:11:04.641757;0
1251;2017-06-15 12:50:30.156038;0
1189;2017-05-18 14:47:54.144332;0
3247;2019-05-06 08:55:08.510786;0
2896;2019-04-25 12:56:54.049168;0
623;2015-10-28 10:01:07.521225;0
2777;2019-04-14 12:36:58.731534;0
2551;2018-10-31 20:21:19.439551;0
1112;2017-02-10 16:05:49.645158;0
3182;2019-05-06 08:53:54.961403;0
559;2015-08-27 15:57:26.343588;0
304;2014-12-22 12:29:49.124324;0
2338;2018-08-06 20:54:34.275529;0
52;2014-03-11 13:51:46.453505;0
2772;2019-04-12 10:14:16.574955;0
700;2016-01-21 20:29:04.725581;0
4038;2021-04-02 17:51:14.863068;0
1953;2018-07-10 12:19:06.055250;0
2187;2018-07-24 08:34:55.981704;0
5138;2023-07-24 13:46:23.447413;0
3511;2019-10-08 16:25:18.995514;0
4286;2021-10-16 19:02:48.755194;0
746;2016-03-02 14:00:49.274267;0
4521;2022-06-03 14:09:31.351937;0
2942;2019-04-25 12:56:55.031579;0
4042;2021-04-08 10:25:24.992724;0
1820;2018-07-06 22:50:51.542379;0
4529;2022-06-15 15:55:22.659341;0
1863;2018-07-08 13:08:04.200760;0
4710;2022-11-11 07:10:47.325680;0
1764;2018-06-09 21:25:46.800076;0
2562;2018-11-07 20:37:35.936585;0
3347;2019-06-12 16:10:03.424526;0
4852;2023-03-11 20:03:39.748501;0
1943;2018-07-10 02:34:40.296746;0
2940;2019-04-25 12:56:54.989939;0
1568;2018-02-08 17:29:22.125680;0
2319;2018-08-04 08:12:05.747205;0
4057;2021-04-23 10:22:23.521907;0
4388;2022-02-09 11:54:48.026319;0
2527;2018-10-15 12:15:44.155403;0
5125;2023-07-17 15:12:15.381204;0
848;2016-05-17 15:22:21.391724;0
4009;2021-02-16 14:33:53.750909;0
3534;2019-10-26 19:54:37.342313;0
3580;2019-11-11 20:25:49.288909;0
430;2015-04-19 18:39:33.485236;0
907;2016-08-02 09:50:40.924703;0
4374;2022-01-28 13:42:39.201663;0
4117;2021-06-11 13:15:47.885980;0
2603;2018-12-13 18:35:05.304034;0
4376;2022-01-30 19:40:31.047668;0
3966;2020-12-09 07:27:25.790388;0
3716;2020-02-12 17:13:35.632415;0
1106;2017-02-01 21:36:11.816554;0
1052;2016-12-12 18:57:40.670694;0
1413;2017-09-08 21:04:30.049753;0
583;2015-09-20 13:54:32.211982;0
65;2014-04-12 17:39:19.536906;0
2938;2019-04-25 12:56:54.945255;0
1202;2017-05-31 09:40:49.228930;0
744;2016-03-01 18:59:03.611101;0
4218;2021-08-02 11:32:25.074894;0
2138;2018-07-19 22:41:19.280369;0
490;2015-06-16 17:42:25.681604;0
3391;2019-07-23 10:29:54.175204;0
4639;2022-09-05 16:39:36.704090;0
119;2014-07-22 18:54:32.800458;0
286;2014-12-06 23:07:15.966072;0
860;2016-05-28 20:17:14.052099;0
2473;2018-09-13 07:00:32.679924;0
480;2015-06-05 16:14:10.392303;0
1834;2018-07-07 15:28:20.326971;0
2608;2018-12-27 10:54:08.512763;0
2432;2018-08-25 03:21:59.413340;0
2930;2019-04-25 12:56:54.784001;0
4283;2021-10-13 16:44:10.314509;0
4832;2023-02-27 23:50:13.810320;0
1703;2018-05-16 01:33:19.405133;0
2918;2019-04-25 12:56:54.536119;0
4446;2022-04-18 11:36:05.789831;0
1573;2018-02-11 13:18:40.309054;0
2021;2018-07-12 10:37:18.549122;0
1969;2018-07-10 19:17:11.431539;0
781;2016-03-22 10:46:50.605781;0
4844;2023-03-06 15:34:33.339253;0
1362;2017-08-16 15:30:45.584479;0
3299;2019-05-06 08:55:47.407192;0
858;2016-05-26 14:14:40.431540;0
406;2015-03-31 07:39:59.241593;0
1683;2018-04-24 16:24:32.981649;0
3377;2019-07-09 11:50:43.005960;0
4288;2021-10-17 23:34:16.450074;0
3437;2019-08-28 18:34:13.524395;0
2228;2018-07-26 13:20:20.080308;0
2365;2018-08-10 15:31:02.179632;0
3298;2019-05-06 08:55:46.842462;0
1348;2017-07-27 23:44:10.644851;0
1096;2017-01-25 18:45:14.621211;0
932;2016-08-25 18:11:35.185656;0
1273;2017-07-17 14:24:39.938495;0
4138;2021-06-25 21:14:22.982583;0
2572;2018-11-17 18:00:18.840083;0
2298;2018-08-02 12:28:02.168687;0
2532;2018-10-20 22:19:22.228232;0
4677;2022-10-12 21:35:04.436905;0
733;2016-02-25 00:25:37.318081;0
1594;2018-03-06 16:00:50.194344;0
261;2014-11-12 00:26:07.288163;0
4189;2021-07-08 13:23:21.064008;0
4517;2022-06-01 15:07:52.248438;0
1502;2017-11-28 18:44:15.041196;0
1955;2018-07-10 14:20:55.400918;0
4132;2021-06-24 11:34:58.611016;0
459;2015-05-12 15:56:14.270041;0
5022;2023-05-12 22:23:28.065546;0
2051;2018-07-13 11:03:05.332522;0
123;2014-07-24 21:53:05.292026;0
2135;2018-07-19 19:28:19.802322;0
1418;2017-09-10 15:41:32.869207;0
881;2016-06-28 12:34:58.715129;0
2123;2018-07-18 16:10:48.269258;0
3305;2019-05-07 06:31:24.685885;0
492;2015-06-17 15:17:58.127340;0
4061;2021-04-25 03:03:23.456846;0
1680;2018-04-21 12:07:59.045292;0
2134;2018-07-19 19:02:05.595673;0
3967;2020-12-09 14:02:56.932007;0
880;2016-06-25 04:08:58.854677;0
2755;2019-04-02 18:03:47.282213;0
1586;2018-03-01 10:14:39.062720;0
2669;2019-02-15 14:30:12.336407;0
248;2014-10-28 20:30:04.150616;0
1918;2018-07-09 15:34:38.516792;0
208;2014-09-30 12:03:17.371611;0
24;2013-11-22 16:52:57.564968;0
94;2014-06-14 16:50:41.766315;0
1188;2017-05-17 15:30:28.640530;0
49;2014-03-06 15:11:38.293442;0
2069;2018-07-14 20:36:32.737557;0
4353;2022-01-01 20:52:30.793292;0
1553;2018-01-30 15:40:52.571356;0
3811;2020-04-21 18:14:52.465272;0
460;2015-05-12 20:45:37.058843;0
716;2016-02-09 10:36:30.589436;0
2043;2018-07-12 23:18:21.095625;0
2191;2018-07-24 11:24:04.321114;0
2061;2018-07-14 08:26:25.212272;0
1483;2017-10-29 19:46:40.625179;0
3711;2020-02-10 17:02:20.465761;0
739;2016-02-29 07:54:28.536491;0
2613;2019-01-01 20:20:41.284026;0
1094;2017-01-24 22:18:44.384610;0
3649;2020-01-18 11:19:15.005302;0
4436;2022-04-13 09:03:28.521751;0
1110;2017-02-08 05:15:39.078934;0
741;2016-03-01 00:09:30.776538;0
1743;2018-05-31 20:20:21.106506;0
897;2016-07-19 12:48:06.315407;0
1723;2018-05-22 19:40:06.602416;0
3640;2020-01-13 09:34:50.532801;0
85;2014-05-22 23:05:57.930917;0
1130;2017-03-02 11:48:32.208030;0
4355;2022-01-06 11:17:07.155453;0
281;2014-12-02 22:28:24.154387;0
2788;2019-04-23 14:30:49.444106;0
2245;2018-07-27 10:27:17.582513;0
4247;2021-09-02 14:30:53.062150;0
2663;2019-02-12 09:12:09.711029;0
2324;2018-08-05 09:05:49.668096;0
2119;2018-07-17 21:38:18.296938;0
1814;2018-07-06 16:56:28.350673;0
4308;2021-11-09 19:55:14.387797;0
3878;2020-07-06 13:15:28.591286;0
1806;2018-07-06 09:35:24.140560;0
4655;2022-09-17 19:34:31.593869;0
4502;2022-05-19 10:52:46.399603;0
3594;2019-11-22 04:49:44.860666;0
485;2015-06-11 14:27:22.088595;0
4749;2022-12-18 21:03:15.156339;0
2763;2019-04-07 17:36:25.341505;0
2106;2018-07-17 11:56:06.420206;0
2687;2019-02-27 12:03:50.536626;0
1198;2017-05-27 06:02:30.302080;0
3264;2019-05-06 08:55:21.807727;0
341;2015-02-03 00:29:26.196131;0
4453;2022-04-21 21:30:26.894918;0
2241;2018-07-27 00:36:41.697807;0
5097;2023-06-26 23:05:54.171567;0
4556;2022-06-29 00:01:07.070523;0
2361;2018-08-10 07:26:30.683525;0
674;2015-12-25 10:35:56.357055;0
1195;2017-05-24 19:47:25.040716;0
1174;2017-04-27 02:34:59.313020;0
4670;2022-10-03 15:36:11.755470;0
101;2014-06-27 02:57:41.312182;0
2170;2018-07-22 20:22:55.229865;0
1575;2018-02-13 17:36:50.535626;0
4214;2021-07-28 15:52:36.381592;0
4329;2021-12-03 15:29:03.288277;0
2415;2018-08-20 20:05:45.735744;0
3833;2020-05-10 23:09:36.503727;0
522;2015-07-21 16:35:13.948702;0
4041;2021-04-06 21:28:09.274094;0
4217;2021-07-29 13:57:27.893495;0
1027;2016-11-18 14:04:32.700752;0
